userName,content,at,score
Bhe Phalend,semoga makin berkembang,2023-06-10 03:11:49,5
Tegar Budiono 76,Iklan mu Kyak k0nt0l,2023-06-10 03:11:31,1
Adi Mudi,Mantul bgt banyak promo,2023-06-10 03:09:19,5
Erik Hermawan,sangattt puassss,2023-06-10 03:09:00,5
Catur Sariyoso,mntap,2023-06-10 03:08:19,5
Sukirno Efendi,sangat cocok,2023-06-10 03:07:59,4
Farman Faisal,Sangat bagus,2023-06-10 03:03:54,5
Ichsan San,Aplikasinya bagus.. Cma banyak penipuan dan tdk bisa diselesaikan..,2023-06-10 03:02:59,3
Tadamic Pra,Bikin sandi gah bisa ?.. suru masukan sandi terdahulu.. kan blum bikin sandi gimna mau masukin sandi terdahulu !!!!!!!!,2023-06-10 02:57:36,3
Harianto Anto,Mantap,2023-06-10 02:56:06,5
Wasilatul Murtafiah,"Pesananku tiba2 dibatalin😴 Padahal aku ngarep banget sama barangnya, udah gitu di toko2 lain udah pada habis barang yang model kayak gituu, sedih bgt sumpah udah pesen banyak2 buat nyetok, ehh malah dibatalin semuanyaaa",2023-06-10 02:55:55,1
Ade Jakaria,jangan ada toko yang dijual lain yang diiklankan,2023-06-10 02:54:20,3
Sur Ya,saya suka,2023-06-10 02:51:37,5
Film Ku (hasan ali),aplikasi online shop ini sangat membantu dan banyak sekali diskon diskon yang membuat saya ingin membeli lagi dan lagi terutama untuk pengguna baru,2023-06-10 02:50:24,5
Rusmayudi Yudi,mtp,2023-06-10 02:50:12,5
sohea official,"Tolong lah untuk toko yg suka jual barang tdk sesuai ,langsung di blok aja ,mohon min ...",2023-06-10 02:49:50,2
Donal Mania,sangat bagus,2023-06-10 02:46:26,5
Agus Nawi,Nyaman,2023-06-10 02:45:46,4
Melisa Putri,👌👌,2023-06-10 02:43:28,5
Joko Purwanto,okehh,2023-06-10 02:43:15,5
Arisman Komeng,👍👍👍👍👍,2023-06-10 02:40:27,5
delin herlina,"selama belanja di lazada ,saya selalu puas dgn pelayanan nya",2023-06-10 02:40:26,5
R. Endang Sukendar SH,Hebat,2023-06-10 02:40:15,4
Ade Kurniawan,Mantap kurir SDH hafal rmh sy,2023-06-10 02:39:30,5
syairul fahruzi,memudahkan mendapat barang kebutuhan tanpa harus keluar rumah,2023-06-10 02:38:41,5
Sitikhoirotul Munawaroh,barang nya kadang tidak sesuai dengan yang di jual,2023-06-10 02:38:06,2
Asep Asepsaputra,Baru aja pelih.2 dulu barang eh kota Uda abis sati GB kaya tonton YouTube aja.,2023-06-10 02:37:44,1
Ahmadroji Hadisoeta,"Mau masuk aja , ribetnya kayak apaan tauuu...😔",2023-06-10 02:37:23,1
nuril lana,lazada memang d percaya,2023-06-10 02:34:03,5
Erwan Sopandi,lebih praktis dan effesien,2023-06-10 02:33:31,5
Safic Hermawan,mantap,2023-06-10 02:30:36,5
Kiki Rizqi,Pengiriman lamaaaaaaaaaaaaaaa Cs nya ga bisa bantuuuuu,2023-06-10 02:29:02,1
Ayah Nazwa,Ayah Nazwa ok lah sejauh ini,2023-06-10 02:26:44,5
umy Hwa,oke,2023-06-10 02:25:04,5
Syifaur Rahmah,💗💗💗,2023-06-10 02:22:41,5
Nursalim Andini Putri,good,2023-06-10 02:21:18,5
Sudah Bosan,senang,2023-06-10 02:20:45,5
Khoridatul Bahiyah,bagus,2023-06-10 02:16:42,5
Rudin Mbo,ok,2023-06-10 02:15:20,5
Sakti Eva,belanja senang mudah murah komplit 😍😘,2023-06-10 02:13:42,5
Rudi Pratama,sangat bagus,2023-06-10 02:12:52,5
Anton Sujarwo,👍mantap dan mudah,2023-06-10 02:10:26,5
Arnivy Tangian,bagus,2023-06-10 02:10:05,5
Laras Mput007,lebih mudah bagi sy yang males untuk cari kepasar/toko.,2023-06-10 02:09:36,4
Joni,baik,2023-06-10 02:07:46,5
Husna Putri,bagus,2023-06-10 02:06:38,1
Bhudix Soplestuny,sangat puas..barangnya sesuai gambarnya.ini pesanan ku yg ke 2 kalix..bakal langganan terus tentunya.,2023-06-10 02:02:58,5
Salman Alfarisi,lazada top,2023-06-10 02:02:33,5
Syahrul Mbo,semoga tetap amanah,2023-06-10 02:02:29,5
Ibnu Ainal,sip sip ngak gagal,2023-06-10 02:01:56,5
Junaldi Irwa,bagusssss.,2023-06-10 02:01:50,5
ruhin masruhin,Limit paylater tinggi,2023-06-10 02:01:03,5
Nani Mdn,bagus,2023-06-10 02:00:45,5
Habiba Mikayla,Bagus,2023-06-10 01:59:53,4
Khunt Shavehead,"saya tidak menyarankan untuk berbelanja disini, apalagi memakai sistem rekber ataupun transfer, usahakan untuk memilih barang COD.",2023-06-10 01:59:18,5
Juliah Sahrini,belanja online terbaik,2023-06-10 01:58:46,5
Nurryanti Yanti,mntap,2023-06-10 01:58:23,3
Dedi Firmansyah,bagus,2023-06-10 01:57:58,4
edwin Lewedalu,"lasada jelas dan mantap,sukses selalu.kedepan harus lebih bagus lagi...",2023-06-10 01:57:22,5
debby subriyanto,terrbaik,2023-06-10 01:55:20,5
Rey 45,mantap,2023-06-10 01:54:38,5
Umi Aniq,pelayananya bagus,2023-06-10 01:54:33,5
Cindra Buana,Lazada mantap betul thebest,2023-06-10 01:51:05,5
Muhammad Hamza,sangat bagus,2023-06-10 01:50:51,3
Mustakim,berilah kepuasan pada pembeli biar buat langganan / order terus. semoga tokonya benar2 amanah dn lancar terus usahanya.. 🤲🙏,2023-06-10 01:49:14,5
Jepri aris Sodikin,suka belanja dilazada,2023-06-10 01:49:14,5
Lismauli Lismauli,suka,2023-06-10 01:39:24,5
Rhony Rhony,mantap,2023-06-10 01:38:48,5
Eka Susilawati,bgs,2023-06-10 01:33:44,4
namina sitihajar,sya ska bngett baguss😀👍👍,2023-06-10 01:23:59,5
Roni Octavian,Kebanyakan bug gak bisa liat pesanan,2023-06-10 01:21:53,3
Uri Syamhuri,oke,2023-06-10 01:21:50,5
Amin Lor,baik,2023-06-10 01:20:24,5
Umer Cilegon,baik,2023-06-10 01:19:49,5
Az_ __,Okay sekarang lumayan bagus. Perbanyak lagi voc dan gratis ongkirnya.,2023-06-10 01:19:08,3
GantaRA Forex,Gak bisa belanja saldo lazada credit nya. chat gak pernah cocok jawaban dgn pertanyaan. uangku jadi nyangkut di lazada credit. terpaksa uninstal. capek banget. Hari ini saldo lazada credit ku malah hilang semua. 🤮 (NOTE: Trims sudah balik ke DANA...Meskipun butuh waktu bulanan. Bintang Aku Tambah 3 sebagai apresiasi). THX,2023-06-10 01:14:05,4
Nurman Pamulang,banyakin diskonan lg dong,2023-06-10 01:13:37,5
Arto Aji,"Tolong ya lazada jgn iklan mulu, cpe aku liat lu trs d hp, buka wa iklan, buka tiktok iklan, maunya apasi kok iklan terus...",2023-06-10 01:12:42,1
Medi Yansyah,mantaf vocher nya banyak barangnya bagus....,2023-06-10 01:09:50,4
sugi black,sangat puas,2023-06-10 01:07:37,5
Zyuma Exito,"ngasih cashback cuma bisa dipake 10% dari harga, exp sehari doang lagi, kocak lazada",2023-06-10 01:05:45,1
Muhamad Roba'i,belanja di lazada sangat muda karena bisa bayar pakai app dana dan ga pake ribet langsung gaskeeen!!!???? pokok nya.,2023-06-10 01:05:34,5
Bea uty,senang banget belanja di Lazada 🥰🥰love you,2023-06-10 01:03:44,5
Lidya Lidya,udah lama berlangganan dgn lazada ttp exis dn sukses trs yaa klau bs bnyk diskon dn ongkir jgn mahal bngt,2023-06-10 01:01:44,5
rumaisya moza arsyakila,sangat baik,2023-06-10 00:59:10,5
Muhammad Lutfi,"Tolong ya TIM LAZADA UPDATE STATUS PENGIRIMAN NYA ,BISA BISA NYA LAZADA KALAH SAMA APK LACAK PAKET MASALAH UPDATE STATUS!!!!!",2023-06-10 00:57:35,4
Habibi Anjlog,mantaaap,2023-06-10 00:54:35,5
Malvin Prasetiyo,bagus,2023-06-10 00:53:59,5
Indra Suhara,bintangnya 3 dulu soalnya sering kecewa dengan produknya yang ga sesuai gambar,2023-06-10 00:52:13,3
Tasya Putri,baik,2023-06-10 00:50:24,5
iwan panjoel,mempermudah blanja banyak bonus barang lebih murah,2023-06-10 00:47:38,5
Mumun Munawarroh,sering dapet gratis ongkir,2023-06-10 00:47:31,5
Yuni Iyun1407,"Lazada percuma 6.6 ada bonus dadakan tapi ga bisa digabung sama voucher cashback dan voucher lain, harus pilih salah satu. Padahal ini dulu marketplace paling worth id, lama2 kesel juga kenapa sistemnya makin kesini makin aneh🤣",2023-06-10 00:46:30,2
Amri Roni,Limit PayLatet 200.000 dapat apa pak?,2023-06-10 00:46:03,4
EGA NUGRAHA,"Banyak toko penipu, merugikan konsumen, tidak di tindak sama pihak Lazada nya, saya sampe ketipu 3 kali,",2023-06-10 00:43:43,1
Ary Susanto,"selalu amanah dalam bekerja,,,terima kasih lazada dan rekan""sejajarnya",2023-06-10 00:43:06,5
Zaharatal Hayati Azza,"Untuk S,",2023-06-10 00:40:10,1
Eko Dkm,"suka banget belanja di lazada, pokoknya puas",2023-06-10 00:39:40,1
Kholisatin Khumairoh,Bagus banget aplikasi lazada banyak voucher nya dan harganya terjangkau pengirimannya cepat,2023-06-10 00:38:55,5
Faisal Saja,"baguss ,,sangat membantu",2023-06-10 00:38:12,5
Malaikat PUBG,Pengiriman cepatttt banget,2023-06-10 00:37:40,5
mul Yana tea,lazada emang membantu Banget barang yang susah Di cari Pasti Ada,2023-06-10 00:32:54,5
Hamlin20 Hamlin,bagus,2023-06-10 00:31:25,5
Adnan Maulana,bagus,2023-06-10 00:31:24,5
Yanah Yanah,good,2023-06-10 00:23:23,5
Nice & Naughty Girl,aku gak terlalu suka karna susah dapat diskon gak kaya Shopee banyak diskon,2023-06-10 00:22:36,3
Selfiana Diah,good,2023-06-10 00:21:23,5
Muhammad Suryana,Aplikasinya bagus,2023-06-10 00:21:01,5
Andre Rahman,mntap,2023-06-10 00:20:45,4
Wanah 12011979,"realpik sesuai blnja di toko ini mau pesen lg leopard yg abu """,2023-06-10 00:18:53,5
rainart music,Ok,2023-06-10 00:15:19,5
Fel Miza,saya suka belanja di lazada apa lazi kau kualitas nya bagus,2023-06-10 00:13:00,4
jejak warna,"Ini kenapa lazada??! Lex id jadi lambat gini pengirimannya udah 5 hari paket gw gak di kirim², mau di batalin gak bisa, di lanjutin lamaaa! Kontoll kau lazada! Jadi males gua beli sesuatu di ini apk! Babiii lah",2023-06-10 00:10:58,1
Eko Nurohmat,memuaskan blanja d lazada,2023-06-10 00:09:12,3
Ali Fiki,Lazada anj kau gimana sih bisa muncul di aplikasi lain? Gw lagi mau nonton film tiba-tiba malah masuk ke aplikasi lazada padahal iklannya gak ada masuk dengan sendirinya tolong jangan maksa masuk orang ke aplikasi mu karena gw belum butuh apa-apa,2023-06-10 00:05:56,2
Ririn Ariani,"brg bagus, pengiriman cepat",2023-06-10 00:04:38,5
Edy Susanto,"Lazada kenapa jadi eror,mau pesan barang,tidak bisa,alesan koneksi jaringan,padahal jaringan bagus. Terpaksa cari barang diaplikasi lain.",2023-06-10 00:04:30,3
Sularti Subekti,saya suka belanja di lazada pengiriman tepat waktu dan barangnya dijamin keaslianya dan mutu berkwalitas... tetap semangat lazada dan sukses selalu.. satu pesanku jangan kecewakan konsumen oke. krn sekali kecewa tdk berlangganan lg. terimakasih...,2023-06-10 00:01:02,5
Rafael Febi,Kok Tdk bsa ngdowload apl ny,2023-06-10 00:00:30,1
Ghofur Chiber,sangat membantu dan bermanfaat sekali bgi aku .,2023-06-10 00:00:17,5
M. Keanu Rafael,selalu amanah,2023-06-09 23:54:27,5
Parman Suparman,istmewa,2023-06-09 23:49:56,5
Dodo Dodo,puas belanja di lazada,2023-06-09 23:48:12,2
First Leo,"Barang gagal kirim sampai 2 kali & ada keterangan ""minta jadwal ulang pengiriman"". Pd hal saya gak minta jadwal ulang pengiriman. Alamat tujuan pengiriman & penerima pd hal jg sdh benar. Lazada kenapa jadi jelek sistim kurir pengirimannya?",2023-06-09 23:46:11,1
Wikodani Dani,mksi ljada,2023-06-09 23:45:26,5
Riah Tariah,Nya xny zr fun. Wa vb M ku n,2023-06-09 23:43:30,4
su cipto,nice bonus From Banyuwangi lare oseng,2023-06-09 23:43:18,5
Yanto Saputra Saputra,barang ok,2023-06-09 23:42:09,5
Sugi Antoro,.t,2023-06-09 23:39:52,2
Noldianto Ampage,Aplikasi yg Sangat mengganggu!,2023-06-09 23:38:48,1
Luqman Junaidi,ntar sayabulas balik,2023-06-09 23:37:10,4
Muhammad Shofi Nizamul Haq Haq,sipp lazada,2023-06-09 23:35:34,5
Rasya Ady,sangat membantu dlam berbelanja dan mudah untuk mengakses nya... terima kasih lazada...👍👍,2023-06-09 23:33:45,5
Hasan Indra,"Saya kehilangan hp,jdi akun saya hilang Gmna cara ngembaliin akun lama pake nomer hp baru",2023-06-09 23:32:06,2
Maryadi sanjaya,"Di tambahin lagi dong fitur nya,castamer biar bisa chat kurir nya,tertarain nomer wa nya kurir, masa iya alamat akurat tapi kurir jawabannya alamat tidak akurat,,",2023-06-09 23:30:18,1
Apa Aja,Bagus,2023-06-09 23:30:03,5
Galih Mahartana,"okey very good development, good job lazada :)",2023-06-09 23:28:30,4
Sri Tawari,oke,2023-06-09 23:28:04,5
Etin R,"saya suka belanja dilazada,karena hemat",2023-06-09 23:27:30,3
Fatih ulumul Iqbal,kantap,2023-06-09 23:24:43,5
Selpianus Selpianus,ia the best,2023-06-09 23:23:15,5
Gery Batter,lazada aplikasi pusat perbelanjaan yg mudah,2023-06-09 23:21:41,4
Agus Santoso,baru pertama kalinya belanja di Lazada mudah2an tepat waktu da sesuai barang e,2023-06-09 23:20:11,5
Ahmad Bayhaki,Asu,2023-06-09 23:16:35,1
Hulaimah Adnan,semoga pesanan saya sesuai dan pelanggang yang memesan di lazada puas karena pesanan sesuai dengan yang diinginkan.,2023-06-09 23:14:52,5
Yusuf Galih Prakoso,lazada feat kredivo mmg joz tenan,2023-06-09 23:07:43,5
sagata ku,baik,2023-06-09 23:03:23,4
Teti Agustina,belanja di lazada lebih mudah ..tanpa harus keluar rumah.,2023-06-09 23:00:02,5
Nabila fosa Fosa,semoga cepat pengiriman nya,2023-06-09 22:55:44,5
s ᴇ x ᴛ ᴀ ɴ s,"Diskonnya sih ok tapi pengiriman nya gak, apalagi gak bisa ganti jasa kirim nya",2023-06-09 22:54:25,3
Mika Lano,tempat belanja online yg oke....,2023-06-09 22:53:12,5
Bella Juliana,banyak promo,2023-06-09 22:51:33,5
watha spd,baru mulai mencoba pesanan smoga saja lancar sesuai harapan,2023-06-09 22:48:25,3
Dimas Saputra,good,2023-06-09 22:46:37,5
Ahmad Ahmad,suka banget,2023-06-09 22:38:56,5
Sinarun S. Pd,Suka semoga tokonya amanah sesuai barang yang di pesan.,2023-06-09 22:38:21,4
Fitri Yenni,Lajada barang nya bagus,2023-06-09 22:32:44,3
Bayufajar Pristiwanto,tepat waktu,2023-06-09 22:30:31,5
Adi Agustian,mantap,2023-06-09 22:30:03,3
iman ambaru,Itulah,2023-06-09 22:29:10,1
A SA,trim lazada banyak potongan nya,2023-06-09 22:28:10,5
Akif Setiawan,Nyesel belanja dsini pngirimane lama klo tau gini mndng di toko sbelah aja.. auto uninstal.,2023-06-09 22:27:05,1
miftachul mundir saifulloh,keren,2023-06-09 22:26:11,5
Wanto Ahmad,Katanya bisa gunakan lazada payleter nyatanya apa udah daftar dan di konfirm malah kagak bisa digunakan kebangetan😤😤😤🤬🤬🤬,2023-06-09 22:25:57,1
Annisa Helsa,makin banyak gratis ongkir makin mantap,2023-06-09 22:21:19,5
Supri Yanto,baik,2023-06-09 22:21:07,5
Asep kurnia,mantap,2023-06-09 22:18:16,3
Kinkin Karlina,suka bgt,2023-06-09 22:14:17,5
Ivan Firzarenaldi,"Tolong dong penjual2 yang nipu di blokirin , lazada yang jual pada nipu semua, beli brang apa dateng nya apa",2023-06-09 22:11:33,1
XII IPA 1 Abdul Aziz Putra Irawan,mantap,2023-06-09 22:04:46,5
Puji Hastuti,sangat puas belanja di lazada,2023-06-09 21:55:48,5
MOH. ROFIUL AZIS,Metode pembayaran mohon d perbanyak jangan dana. Itu ewallet busuk. Csnya pada ngorok smua kalau kerja. Putus aja kalau bisa dana itu. Ganti metode pembayaran lain. Ini parah soalnya,2023-06-09 21:53:45,1
Ahmad Muslih,Yang sering blanja jangan lupa gratis ongkirnya di tambah😁😁,2023-06-09 21:43:33,5
Mrs samaun,hkk,2023-06-09 21:35:02,5
Muhammad Ridwan,Madep,2023-06-09 21:31:14,5
Gusrian Rian,"sangat bermanfaat,,,dan simpel serta TDK mengecewakan,,,mudah mudahan sampai seterusx,,,,makasih lazada sukses selalu aminnn....",2023-06-09 21:21:27,5
Yeni Nuraeni,Aplikasi ini Bagus,2023-06-09 21:17:29,5
rumad ramed,😘😘,2023-06-09 21:16:00,5
Feri Saputra,Mantap,2023-06-09 21:13:17,5
Manda Setiawan,sangat baik makasih,2023-06-09 21:12:38,2
Uni Emi,barang lumayan bagus dan cepat sampai nya kurirnya ramah,2023-06-09 21:07:52,5
Indra gs Indra,Si pengangu iklan,2023-06-09 21:06:57,1
Ameliya Indrawati,baru mau,2023-06-09 21:04:00,1
Herihamid Heri,trimakasih,2023-06-09 21:01:30,5
Arkan Deril,mantappp,2023-06-09 20:48:09,5
Erlin Kusanagi,"Aplikasi sampah, mw buka opera malah di paksa masuk lazada.... SAMPAH, NGEMIS BANGET MAU DI BUKA... UDAH SUKA MALING DUIT ORANG, SAMPAH JUGA",2023-06-09 20:43:52,1
Deriez irawan,"Gak ada nilai plus nya,,, cuma bnyak tautan app lain sama via bayar saja, untuk pay latter sulit dapat limit apalagi yg lain. Pengguna baru hnya bisa belanja seperti di app biasa saja,,, gak ada yg menarik.",2023-06-09 20:34:57,2
Fanji Setiawan,mantapppp,2023-06-09 20:33:43,5
Putri Yamitri,sangat menyenang kan,2023-06-09 20:32:49,5
Gong Payment Nusantara,keren & Mantabb,2023-06-09 20:28:57,5
Ape Aje,Jelek,2023-06-09 20:28:23,1
Fauzi Nurakhman,top,2023-06-09 20:28:03,4
Chen TV,lazada memberikan pelayanan terbaik,2023-06-09 20:23:22,5
JfT Teknik,hapus aja layanan lazpaylater bikin malu sampe cancel 30an kali mau tarok mana muka sama saler kalo blm mampu kerja sama dgn akulaku jangan teruskan..respon tu dimedia konsumen.,2023-06-09 20:18:28,1
Dian Aisyah,Risma,2023-06-09 20:13:32,5
dinda amanda,amanah ka,2023-06-09 20:11:53,5
simon ganteng,good,2023-06-09 20:07:45,3
Adhi Priyan,ganggu banget pop up luuuuu,2023-06-09 19:54:24,1
Yanto Jakaria,bagus,2023-06-09 19:40:01,2
Pak Wagiyo,mantap,2023-06-09 19:39:40,5
har nedi000,"BOHONG 🇸‌🇵‌🇪‌🇸‌🇮‌🇦‌🇱‌ 🇴‌🇳‌🇬‌🇰‌🇮‌🇷‌ 🇬‌🇷‌🇦‌🇹‌🇮‌🇸‌ 🇺‌🇳‌🇹‌🇺‌🇰‌ 🇲‌🇺‌ "" spesial Gratis ongkir untuk mu "" saat pembelian ongkir ditagih. Kapan kira2 ongkir itu gratis ?",2023-06-09 19:38:16,1
Juni Abdillah ramadan,mantap,2023-06-09 19:31:04,5
Sarip Huidayat,sngt baik,2023-06-09 19:27:28,5
Metdi Riadi,semoga amanah 5bintang meski blm datang barangnya,2023-06-09 19:15:04,5
Fadya Anindita,mantabb,2023-06-09 18:59:20,5
Margah Uni,bagus,2023-06-09 18:58:58,4
Anton Wijaya,oke,2023-06-09 18:57:09,5
Q Max,lazada keren 😍,2023-06-09 18:54:00,5
Ardani,"Tolong dong bilang k yg pny toko ny,klo ksh harga ny sesuai kn dgn harga barang n dgn pic ny,kbnykan pic apa,pas mw pesan eh mlh beda harga ny,kn bnyk yg suka pesan tanpa liat2 atw periksa detail ny n langsung pesan Dan 1 lg,jgn biar kn bnyk penipu,coz saya liat d ulasan bnyk org yg kena tipu Maaf klo ada kata2 saya yg tidak berkenan d hati anda",2023-06-09 18:52:17,5
Nanang Yusup,👍,2023-06-09 18:49:33,4
ayap Doment24,sangat bagus,2023-06-09 18:43:56,4
Cayank,Sangat puas,2023-06-09 18:39:14,5
fitria rizky,"Nih sorry ya min, vocher kebut itu habis terus, 1 akun kenapa bisa dibeli 20lebih, kenapa gak 1 akun 1 vocher, gak adil jadinya pada jualin 1 vocher 1000, smoga cepet dibereskan ya min, kalo perlu hilangkan saja vocher kebutnya buat org serakah vocher",2023-06-09 18:34:20,1
Ebonzo Crr (Phade),👍👍👍,2023-06-09 18:32:53,4
Cicadas Vivo,mantap dan sangat puas belanja di lazada,2023-06-09 18:27:23,5
Dani sptr,MAU DOWNLOAD ANIME IKLAN LU MULU PEPEK,2023-06-09 18:26:31,1
Mitos Jaree,mantap,2023-06-09 18:26:29,5
Airin Zaskia,O9os9,2023-06-09 18:25:26,1
Roni Kucir,jooos,2023-06-09 18:24:46,5
wendy rizaldi,Babi,2023-06-09 18:24:42,1
Arsad Rabrusun,bagus,2023-06-09 18:23:09,5
Sudirman,mantap Pokonya,2023-06-09 18:22:50,5
Dewi Wi,I like it,2023-06-09 18:19:53,5
omo sudarmo,mudah mudahan bagus,2023-06-09 18:16:59,5
Shoheh Bukhori,keren benget sip lah,2023-06-09 18:15:14,5
M Habil,bagus,2023-06-09 18:13:32,4
Takim Mustakim,jos,2023-06-09 18:08:48,5
Susanti Santi,Saya ga nyangka ya orang lain bisa masuk akun saya sehiga merugikan saya mengambil uang saya dan pihak lazada tidak mau bertanggung jawab alesan kelalaian peguna,2023-06-09 18:06:56,1
Wahyudi Wahyu,sangat Bagus dan mantap,2023-06-09 18:04:59,5
Adi Slamet,sangat memuaskan,2023-06-09 18:04:17,5
Lale Sekali,Iklannya sangant mengganggu,2023-06-09 17:59:57,1
Yatin,Oke kami kurang paham maksutnya,2023-06-09 17:57:47,5
Inem 23nuradi,bagus,2023-06-09 17:57:01,5
Supi Pals,sangat teepercaya,2023-06-09 17:51:33,5
Jesen Apriyadi,Aplikasi Jelek,2023-06-09 17:46:08,1
Muklis Ae123,ok,2023-06-09 17:43:45,4
Muhammad Soleh,"Banyak senang,slalu COD alias bayar di tempat..itu yg buat sy senang sama Bos Lazada👍👍",2023-06-09 17:42:43,5
May Mae,"lazada keren...kurirnya pun ramah"""" dan sopan pokoknya debes deh buat lazada",2023-06-09 17:41:36,5
Roby Ibor,ssaangaat membatu bertransaksi jauh dekat Amanah,2023-06-09 17:35:43,4
Ikhwandi Alayubi,"Baik SOP di aplikasi Lazada nya banyak bonus, tapi kenapa Lazada payletter saya tidak bisa di gunakan lagi.",2023-06-09 17:33:47,5
Yana Sobarna,ok,2023-06-09 17:25:20,5
Abdul Rohman (Abdie),"Terlalu banyak pesanan yang gagal kirim,di karenakan terlalu banyaknya JOKI KURIR ( bukan kurir yang terdaftar ) kurir namanya a yang nganter si b. Tolong di perhatikan,demi kenyamanan penjual dan pembeli dan juga pihak expedisi.",2023-06-09 17:23:38,1
Rakha Saputra,sangat bagus,2023-06-09 17:22:58,4
Mas Dino,bagus sekali,2023-06-09 17:22:49,3
Wahyu Nikmah,bagus,2023-06-09 17:20:05,5
"AINAL WIDAD , Prakasa",ok,2023-06-09 17:20:04,3
Topik Sapalas,Lazada makin lama makin kerennn,2023-06-09 17:19:47,5
Bos Dendy,mantappppp,2023-06-09 17:19:43,5
Aldi Setyawan,Aman²aja.!!!!,2023-06-09 17:18:10,3
Serli Ana,semoga memuaskan,2023-06-09 17:17:28,5
Rika Ramauli,Bagus banget,2023-06-09 17:12:57,5
Rena Damayanti,semoga saja amanah ya...,2023-06-09 17:12:37,5
Suba Suba nih bos,keren,2023-06-09 17:09:10,5
Arief Sepul95,bagus,2023-06-09 17:07:16,5
Jhoni Simanjuntak,Saya senang dengan belanja online,2023-06-09 17:05:55,5
Valen Losu,Aplikasi tidak berfaedah.......,2023-06-09 16:59:51,1
Ariyawan EnJoy,Udh d un masih maksa blokk,2023-06-09 16:59:38,1
ZHAER ZHER,semoga lazada tambah sukses selalu,2023-06-09 16:58:21,5
Rian Iskandar27,bagus,2023-06-09 16:56:48,5
Yati Yati,Pelayanan bagus,2023-06-09 16:55:07,5
Heri Priyatna,terbaik,2023-06-09 16:54:39,5
Zul Kifli,Ww,2023-06-09 16:50:38,2
Paris Pparis,👍👍👍👍👍,2023-06-09 16:44:41,5
Andi Solle,Aplikasi 😭😭😭😭😭😭😭,2023-06-09 16:43:37,1
achmad Endang,Pesen Brng uang SDH di transfer nunggu lama kejelasan.malah Kurir lazada JNE salah kirim gak ada respon Brng terkirim.ke orng lain & tempat lain.,2023-06-09 16:43:13,1
MBregas Ma'ruf,"jangan ke sini terus, pas gw mau download lagu muak gw liat apk ini",2023-06-09 16:40:37,1
Moh imbron,bagus banget,2023-06-09 16:39:40,5
Ahmad Yogi,sangat membantu,2023-06-09 16:37:20,5
Dano Yusuf pare,Ok,2023-06-09 16:36:46,5
Wasih Law,Sangat membantu,2023-06-09 16:36:01,5
Bidin Bambu,Gak bagus inih jore,2023-06-09 16:34:27,1
ming jansen,mohon maaf kaka kenapa ya sekarang dari pencarian ketik barang yg kita mau pesan keluarnya malah barang lain tolong dong di tingkatkan lagi biar lebih gampang pembeli mencari barang yg dia mau,2023-06-09 16:34:10,3
Faizal Syahril,Banyak iklan,2023-06-09 16:28:42,1
Ramadhan Latief,"lazada semakin gak jelas, dari dulu belanja, sampai skrang, eh pas mau blanja lagi malah gak bisa cekout, gak jelas masalahnya",2023-06-09 16:26:51,1
Rama Dhan,the bast,2023-06-09 16:24:42,5
Aditiya Rizki,biangg good bguss,2023-06-09 16:22:39,5
CULD95,.lazada mantul tak prnah gagal memuaskan😍,2023-06-09 16:21:18,5
Qayra Setiawan,"Uninstal saja lah daripada ribet, ngajuin keluhan malah responya muter"" gak jelas. Ngasih limit lazpayleter tapi tidak bisa di gunain.",2023-06-09 16:20:50,1
Her Lia,"cukup memuaskan blnja onlain di lazada..ngk perlu ribet""nyari""ksana kemari di toko pasar yg trkdng blom tentu bs Nemu barang""yg kt mau tpi dgn adanya app lazada blnja onlain jdi bs Nemu apa aja yg kita mau.. 👍👍👍👍👍",2023-06-09 16:20:06,5
Nila Farida,bagus,2023-06-09 16:18:33,5
Yana Uchin,cukup bagus kak belum lagi kurirnya baik,2023-06-09 16:18:22,5
Yeti Supriyati,Iklan lazada masuk ke seluruh aplikasi hp saya Ini keterlaluan Ini amat sangat mengganggu Mohon dibereskan iklannya,2023-06-09 16:18:11,1
Riyandi,terbaik lazada,2023-06-09 16:17:33,5
Vinky Abhe,akun saya bisa hilang padahal tertaut dengan fb😭,2023-06-09 16:17:14,5
Julyanti Nukuhehe,sangat membantu saya mendapatkan barang² dengan harga yang murah meriahh,2023-06-09 16:16:22,5
Aden Pratama,lazada mantap,2023-06-09 16:14:03,5
Mur Tala,lazada super amanah,2023-06-09 16:12:36,4
Yunita Noviana,tidak pernah kecewa belanja di sini..sukses sll LAZADA,2023-06-09 16:11:20,5
Aziz 123,menganggu babi,2023-06-09 16:08:22,1
Nisa Ulparida,Ok suka,2023-06-09 16:06:56,5
Muhammad Buana,aku harus mengatakan apa disini? aku tidak dapat berkata kata karena lazada sangatlah membantu saya dalam berbelanja online. aku sangat menyukai lazada❤️ suka banget✨✨,2023-06-09 16:06:40,5
Reni Lisnawati,membantu saya berbelanja,2023-06-09 16:02:18,5
paisal rahman,good,2023-06-09 15:59:00,1
aepp rocky,bagus,2023-06-09 15:58:03,5
Cagur Deny,Ganggu co muncul mulu iklan ini,2023-06-09 15:57:33,1
Tri Yono,"Gembel ,paket ditangan kurir ninja 2 hari.. Mentang² cod,dikira ga bayar x.. Gue jadi kurir ga gitu² amat..",2023-06-09 15:55:17,2
